uid,caption
104095_mscoco_0,Cattle grazing in field of brown grass in landscape
353644_mscoco_4,A teen boy and teen girl standing on skateboards in front of a stone brick wall.
418816_mscoco_4,An elderly man pushing a bicycle near a red truck.
85556_mscoco_2,A party eaten pizza on a plat by a drink.
302107_mscoco_4,A baseball player in a black jersey swinging a bat.
497375_mscoco_3,Bowl of food being prepared inside a commercial restaurant kitchen.
99828_mscoco_1,A rock sitting on a table with flowers growing out of it.
483149_mscoco_2,A bird standing on the side mirror of a vehicle.
111099_mscoco_2,A city pier with benches to enjoy the view
475191_mscoco_4,A girl swinging a tennis racquet on a court.
73696_mscoco_0,An old tower-like building made of wood hosts many decorations.
211186_mscoco_0,A living room with a fireplace and chandelier.
313811_mscoco_1,The baby in the crib has his/her head up and is laying on his/her stomach.
581033_mscoco_0,A man is scratching the cat on the head.
209147_mscoco_4,A truck is traveling on a road around a hill.
167084_mscoco_3,a train going past some trees and some grass
532338_mscoco_1,A plane flies above in a cloudy sky.
82718_mscoco_3,A man kite surfing at the end of day during sunset.
48475_mscoco_3,An open laptop sits on a desk with other items.
382512_mscoco_0,A man that is sitting down near a bird.
54728_mscoco_4,"Three elephants, one a baby appearing to be holding it's mother's tail, in wet land, but arid hill in background."
44045_mscoco_0,a bicycle leaning against a stop and a yellow car
438373_mscoco_0,A cut in half sandwich sitting on top of plate.
510719_mscoco_4,A garbage truck parked on the right side of a street
312423_mscoco_0,A crowded side walking going through a park.
183895_mscoco_0,People watching a plane take off from a runway.
432429_mscoco_2,A young female winding up to hit a tennis ball.
333434_mscoco_2,Umbrellas and flags sit on the shore next to the water.
154994_mscoco_0,Surf boarder riding on a big ocean wave.
190595_mscoco_3,A young boy brushing his teeth in the bathroom
371683_mscoco_3,A banana tree with a bunch of bananas hanging from it
274939_mscoco_2,Clock and flag on street corner of NE Stella St.
271772_mscoco_1,The person looks into the sky watching the flying kite.
358939_mscoco_0,a cake on a table next to a glass of wine
430341_mscoco_4,LOOKS LIKE A PERSON DROPPING THERE TENNIS RACK
336209_mscoco_4,A person that is doing a trick on a skateboard.
305695_mscoco_2,A herd of zebras stand under tress near a road.
498994_mscoco_0,A piece of luggage filled with clothing and materials.
247130_mscoco_3,a living room with a lab top and a tv
449274_mscoco_3,A horse is walking in the sand along the water.
48530_mscoco_1,a cat is sitting inside of a persons bag
327352_mscoco_2,Trains sit at a station on a sunny day.
186472_mscoco_0,The nose of a high-speed train that is sitting on the tracks.
102978_mscoco_1,a delicious pizza with several toppings is on the table
271025_mscoco_1,"An old fashioned, very colorful computer is on a brown desk."
382111_mscoco_2,Two men are riding on horses at a gas station.
408008_mscoco_2,A dog sitting in the grass next to a frisbee
374184_mscoco_3,A toilet bowl with some kind of a meter on top.
308134_mscoco_2,Older adults enjoying beverage at counter in indoor facility.
170517_mscoco_1,a man stands holding an umbrella in one hand and his dogs leash in another
131969_mscoco_4,A yellow fire hydrant with a blue top is in the middle of the sidewalk.
303365_mscoco_0,This green dufell bag sits next to a brown seat
539509_mscoco_1,This is a Do Not Enter sign on a city street.
556498_mscoco_4,a couple of signs are hanging on a black pole
534428_mscoco_3,People walking with umbrellas on a city street.
90367_mscoco_1,A dog wearing a striped elf hat sits in the snow.
575293_mscoco_2,A purple floral couch sits on a curb next to a white fire hydrant.
508949_mscoco_0,A woman riding skis next to a brown dog standing on it's hind legs.
421976_mscoco_3,A sheep and a baby sheep in some hay.
70739_mscoco_4,Two women who are holding wine glasses.
495613_mscoco_4,Two motorcycles are parked on an area with flowers.
522021_mscoco_2,three zebras standing next to each other looking into the camera
581317_mscoco_1,Woman in purple shirt examines her cellphone in the open field.
189566_mscoco_1,A picture of two guys and a girl Photoshopped onto a TV.
424192_mscoco_1,A small dresser beside an old wooden bed.
574706_mscoco_4,A tan and white cat looking out a storm door.
414228_mscoco_4,a person in a blue shirt and some white black and brown cows
222559_mscoco_0,People walk on the beach with boats nearby.
24919_mscoco_2,Two elephants that are pressing their heads together.
520264_mscoco_1,A man and a woman are posing for a picture in a kitchen.
225546_mscoco_2,A tiled mosaic empty shower stall with bathroom mirror.
90062_mscoco_4,A black and white cow is standing by a wood pile.
96034_mscoco_2,The teddy bear is looking at a map.
395606_mscoco_3,A young boy holding a silver baseball bat while wearing a hat.
119961_mscoco_0,Five cows graze in front of a two store white building.
259342_mscoco_4,There is a restaurant that is called big weenies on the street
326128_mscoco_3,A man standing on a snowboard on a mountain peak.
532142_mscoco_2,A street trolley making its way down a city street.
113977_mscoco_2,An eagle soaring over a crowd of people
164885_mscoco_2,The skiier easily and skillfully jumps the small mogul.
482210_mscoco_2,"Entryway to a bathroom, toilet and sink prominent"
290698_mscoco_0,These people are about to eat a large bowl of food.
535977_mscoco_0,An oven in a kitchen with wooden floors and tiled walls.
373768_mscoco_2,a person standing up in a living room playing nintendo wii
150040_mscoco_0,two zebras eating grass in a very big field.
466840_mscoco_4,A batter with the number 24 hitting the ball thrown by the pitcher.
360986_mscoco_1,Two small brown bulls standing next to a building.
162634_mscoco_0,A wild animal on a rocky hill with a few plants
181265_mscoco_3,A man standing next to a bride in front of a wedding cake.
71737_mscoco_0,A kids birthday cake siting on a table.
40404_mscoco_4,the hot dog is in a bun and has ketchup on it
462755_mscoco_2,A large orange dragon kite being flown in a large park.
71145_mscoco_4,A bird sitting on top of a tall metal weather vein.
127514_mscoco_1,A casually dressed man standing on a skateboard.
187424_mscoco_0,A white toilet sitting between a car and a truck.
231450_mscoco_3,A very large room with a bed and a kitchen.
188958_mscoco_2,A group of people with snowboards outside of a lodge.
469824_mscoco_0,A very tall tower has clocks all around the top of it
14151_mscoco_1,A skier is high up in the air over a snowy hill.
504711_mscoco_3,A closeup on some chocolate cake has a fork by it.
259877_mscoco_4,A tennis match on a clay court on a sunny day.
316404_mscoco_3,"Two men wearing polos, headbands and shorts, holding tennis balls and rackets."
15566_mscoco_2,A large group of signs in an urban setting.
134042_mscoco_3,An airplane is flying in the clear blue skies.
489029_mscoco_1,A couple of lunch containers have healthy food in them.
131018_mscoco_0,A toddler reaches into a bowl of grapes in a sink.
291941_mscoco_4,A tv sticking out of the sand on the beach
84431_mscoco_0,A slice of pizza sitting on top of a white plate.
312544_mscoco_4,two small birds on a bench with a blurry background
554767_mscoco_2,"A red, white, blue, and silver train at a station."
337843_mscoco_0,A boy on a skateboard is jumping over a red obstacle.
311374_mscoco_0,A child sitting at a table eating food from a small car.
189504_mscoco_2,there is many ties with different animals on them
411765_mscoco_3,A man with a tennis racket on a tennis court.
359432_mscoco_1,A peanut butter and banana sandwich with a glass of milk.
429497_mscoco_2,Bicycles parked on the pavement outside of bricked building.
442084_mscoco_3,a person is catching a wave on a surf board
435692_mscoco_3,a person on a beach with a kite flying in the sky
475887_mscoco_1,A picture of four computer and tablet devices.
352228_mscoco_2,A company manufacturing truck is sitting in a parking lot outside a building.
455943_mscoco_3,A plane flying high up in the air.
435205_mscoco_3,Pregnant woman writing on her stomach holding a yellow teddy bear.
477698_mscoco_3,A group of zebras standing in the dirt.
41438_mscoco_4,"A group of fruit including bananas, apples oranges and pares."
51495_mscoco_4,an orange and white plane in the air above the water and coast
235541_mscoco_4,A shirtless man wearing a tie with a chest tattoo.
25034_mscoco_2,a small boat in a large body of water
103257_mscoco_0,A large wholly yak with big horns is standing in the grass.
492420_mscoco_2,A man holding a woman's hand and cutting a wedding cake together.
223738_mscoco_1,A baseball player hit the ball during a game.
51355_mscoco_2,Slice of quiche next to a bloody mary in a cluttered kitchen.
19292_mscoco_4,A group of people skiing on the snowy mountain side.
207925_mscoco_4,a living room with couches and chairs and a fire place
237464_mscoco_2,A crowded beach with many kites flying in the sky.
570515_mscoco_2,A man putting a pan inside of an oven with a light on.
159667_mscoco_2,A laptop covered in a bunch of stickers
420411_mscoco_0,The skateboarder is doing a trick in the air on his skateboard.
468858_mscoco_4,An old tv is placed next to an outdated leather couch.
67015_mscoco_2,A person touching a stuffed bear in a wooden chair.
158160_mscoco_0,Six uncooked doughnuts sit on a baking tray.
503660_mscoco_4,A picnic table in a park with a bird sitting on it.
414813_mscoco_4,There are four old airplanes on a lot.
521838_mscoco_3,A very nice looking train on the tracks in snow.
25453_mscoco_1,Antique blue truck displayed to crowd at outdoor event.
309889_mscoco_2,a bed room with two beds near each other
575194_mscoco_1,Baseball players are fighting with another player from another team.
410456_mscoco_0,a surfing instructor teaches students with surfboards on a beach in front of large hotel buildings.
537721_mscoco_0,A book with a picture of a cell phone on display.
565239_mscoco_4,A pair of children playing catch on the street
539555_mscoco_4,The young man is playing Frisbee while people watch
52546_mscoco_2,A laptop on a round table in a garden behind a home.
270185_mscoco_1,Baseball man ready to swing bat on baseball field with onlookers
168175_mscoco_0,A wooden table topped with two sandwiches and other food items.
302077_mscoco_4,"A kitchen area with a stove, sink and table."
344307_mscoco_4,A man on a sidewalk holding his skateboard
521692_mscoco_1,a person on skis rides through the snow
6397_mscoco_2,Gray cat lying inside of suitcase on chair.
61181_mscoco_4,Many cars stuck in traffic on a high way
309222_mscoco_0,A couple of zebra print brushes sitting on top of each other.
106096_mscoco_1,A man taking off his pants beside a park bench
338200_mscoco_1,A teddy bear sitting on a mesh surface outside.
261050_mscoco_0,A man sitting on top of a hair next to a woman.
415872_mscoco_2,A person in a Sumo wrestler suit walking with a snowboard.
441293_mscoco_4,Five people stand in a room with many laptops on the desks.
