uid,caption
000000562101,white snowy mountain with a man stand in skies with a yellow jacket and red black pants
000000562121,Two zebras fighting in a open area with green bushes.
000000562139,A kitchen that is very nice and clean.
000000562150,A girl smiles as she holds a kitty cat.
000000562171,A giraffe standing on top of a grass covered field.
000000562197,Different types of foods and vegetables side by side.
000000562207,A group of people are standing next to an elephant emerging from the water.
000000562227,A city train passing under a walk way
000000562229,Filtered photograph of a boy on a skateboard.
000000562232,Young men are standing next to a brown horse.
000000562241,A skier crashes while a group of seven travels in the background.
000000562243,"A man wearing red shirt, tie and glasses."
000000562261,A man stretching out yelling while catching a Frisbee.
000000562289,A cat sitting behind a white toilet next to a rug.
000000562308,a man holds on to a big chicken sandwich
000000562328,a blonde dog is laying on the tile
000000562345,A woman in a yellow jacket stands on and looks at her phone.
000000562347,The young couple smiles close beside each other.
000000562381,Two people are standing on a tennis court.
000000562419,A large clock on the side of a building.
000000562443,Three zebras gather to stand and graze in their enclosure.
000000562507,A pizza is served on a dish above a table.
000000562557,some people holding onto boogie boards as they stand and look at the water
000000562581,A person is ready to hit a tennis ball on a tennis court.
000000562582,A black and white image of a cemetary.
000000562595,Two elephants lock their trucks together in the brush area.
000000562622,Baseball player gets ready to receive his first pitch at the texas rangers stadium.
000000562632,many people in a station waiting for the buses
000000562645,Two dogs are standing on the bathroom rug.
000000562655,A baby boy holding a tooth brush sitting on a floor.
000000562686,A commuter train stopped at a station with a city in the background.
000000562708,Car's and buses going down a busy highway.
000000562735,A cup filled with a glass at on top of a table.
000000562737,A stop sign with an opposing traffic does not stop sign below it.
000000562778,a person that is standing up in a tennis court
000000562803,people carrying a machine outside a wooden house
000000562805,Buses parked at a bus stop while unloading passengers.
000000562818,A group of people riding down a snow covered slope.
000000562834,The building has a spot of blue paint and a bench outside.
000000562843,A view of a coffee cup and a pair of scissors sitting on a table.
000000562851,A bird walks on the ground beside a park bench.
000000562856,A food tray holing a pastry and a drink.
000000562870,cell phone with accessories attached to it left on the table
000000562879,A very tall clock tower sitting under a cloudy blue sky.
000000562885,A woman on a pair of skies during a competition.
000000562897,A plate of sliced oranges with a fork.
000000562943,a person holding a surf board on a beach
000000563009,A herd of sheep walking across a lush green field.
000000563040,A police car is parked on the side of the road with other cars.
000000563083,A person checks their electronic device in the dark.
000000563127,Three blue and white airplanes are on an airport runway.
000000563153,A half eaten piece of fruit sitting on top of a table.
000000563175,A PICTURE OF ALL WHITE IN A BATHROOM
000000563185,A picture of a robot next to the toilet in the bathroom.
000000563194,A skier moves down the slope with trees in the background.
000000563261,a little cupcake with little beach decorations on the top of it
000000563267,Two guys in an office walking towards the chalk board.
000000563271,A guy doing a trick on a skateboard at a skate park
000000563281,A small child holding a toothbrush stands in front of colorful chicken decorations.
000000563295,"a plane flying high in a blue, grey and white sky."
000000563311,A clock has been built into the steeple of a building.
000000563349,A person that is jumping in the sky on a snowboard.
000000563381,A couple of sheep walking across a lush green field.
000000563403,Cat lying on keyboard of laptop computer in residential home.
000000563424,A little boy with a hat holding a bat.
000000563470,A young lady is playing a baseball bat game.
000000563541,A group of elephants that are standing in the dirt.
000000563574,A person wearing a hat standing on some steps with a toothbrush in his mouth.
000000563575,A man running while on a tennis court.
000000563603,Three giraffes stand by a sparse tree in the bushlands near a source of water.
000000563604,A street with a mechanical sign with directions.
000000563605,A woman holding an umbrella standing behind a crowd of people.
000000563615,A woman with her hair in curlers and under a dryer.
000000563625,a lady laying down is being fanned by a little girl
000000563641,A train is pulled up to a platform where people are waiting.
000000563648,A group of skateboarders watching a skateboarder doing a trick in a skate park.
000000563653,A street going trough the center of a small town.
000000563665,A red passenger train at an underground platform.
000000563680,A kid doing a kickflip over a manhole.
000000563683,A bear wandering in a tree filled forest.
000000563696,Someones hands on their laptop with images on the screen.
000000563702,a pair of fire trucks performing work in a residential area.
000000563712,A tennis player wearing white is holding a racket.
000000563730,a table with a orange and a fork on it
000000563731,"A large, green clock hanging outside an building."
000000563758,A panda bear head with a red bandanna wrapped around it.
000000563775,A man and a smiling lady posing together with name tags.
000000563797,An elephant with a red cape over its back.
000000563849,A man holding a frisbee while standing on a paved road.
000000563870,A man is wearing a pink shirt and a tie.
000000563871,"Man on gravel tossing a throwing ring, at a carnival."
000000563882,an image of a person on their cellular phone
